StudyHours,Attendance,PreviousScore,AssignmentScore,SleepHours,FinalScore
5.7,59.2,66.4,56.6,8.9,71.0
8.1,60.1,66.3,60.2,6.6,68.4
3.5,66.0,81.1,55.1,5.8,67.4
6.0,66.9,77.1,64.1,6.2,64.5
7.6,66.5,74.3,72.0,6.4,72.7
6.6,84.2,30.0,56.6,5.7,55.4
5.9,71.9,72.5,61.8,8.5,70.3
7.7,75.8,43.2,48.0,8.6,57.7
0.5,88.7,77.7,87.6,6.8,76.3
7.0,68.8,90.1,80.8,6.5,96.9
4.1,74.8,54.1,48.5,4.8,57.7
1.5,82.4,64.1,55.9,7.8,53.0
6.6,54.7,59.0,58.8,9.0,73.1
8.5,49.4,86.5,56.8,6.2,71.9
5.2,82.2,69.4,72.4,6.9,71.9
7.6,83.9,93.9,80.3,7.5,94.4
9.0,100.0,74.2,75.0,9.1,100.0
8.4,79.9,71.6,62.3,7.2,84.1
9.1,87.8,69.0,59.9,7.2,79.4
7.1,75.7,80.3,79.8,7.2,80.0
5.7,81.6,41.9,46.5,5.3,57.7
2.0,98.0,69.3,64.3,5.3,62.0
5.0,52.5,66.9,54.3,6.0,61.2
3.6,83.0,78.9,70.7,8.2,68.5
10.3,100.0,65.2,57.6,6.6,86.6
5.1,81.4,52.4,49.7,6.4,60.7
5.8,97.8,68.1,62.0,6.3,68.5
6.7,70.4,51.8,57.9,6.8,67.3
5.6,77.6,39.1,38.8,9.0,55.0
9.2,78.4,78.9,53.9,6.8,86.1
4.1,51.4,76.7,44.3,6.1,58.2
5.9,64.0,75.0,50.5,7.0,69.6
3.9,64.8,87.5,80.2,9.1,79.5
2.6,87.9,58.0,59.0,6.4,57.7
4.2,88.5,46.5,56.7,5.6,56.5
5.4,81.9,66.9,66.6,6.4,76.2
4.6,87.9,62.8,62.0,7.2,72.2
4.0,76.0,55.4,53.9,7.8,53.1
2.4,92.4,66.8,73.2,8.2,72.7
5.3,78.1,58.8,58.0,5.7,68.2
2.2,78.7,40.5,58.1,5.9,45.6
7.2,74.8,61.4,62.4,6.6,72.6
5.7,86.2,51.0,49.7,7.8,64.0
2.3,72.9,71.5,58.6,5.5,56.2
4.8,89.7,58.2,53.6,6.3,61.3
3.8,64.4,84.7,77.4,6.3,77.4
6.2,64.8,92.1,68.6,8.1,81.3
8.4,86.2,78.2,63.2,7.6,89.4
1.4,76.9,44.7,51.4,8.1,52.3
5.8,72.6,90.6,72.2,8.6,89.9
5.1,88.7,91.6,79.9,6.6,95.5
7.0,70.7,68.3,75.4,5.6,74.2
6.0,75.6,87.8,79.5,5.6,84.1
3.8,94.8,59.7,61.8,4.8,64.2
4.8,96.5,40.0,39.9,6.4,52.1
3.7,96.9,56.6,56.4,6.5,64.2
7.9,74.6,93.9,81.0,7.9,86.0
5.5,92.8,45.6,43.9,7.0,58.6
9.7,66.6,68.0,76.2,6.4,75.4
5.4,67.1,68.5,59.6,6.9,62.8
3.9,49.8,60.3,51.0,5.8,55.9
2.2,98.1,61.3,57.9,8.2,61.5
1.5,67.6,69.1,63.9,6.1,60.8
2.0,76.5,59.6,47.6,5.6,50.6
6.1,67.1,46.7,64.8,8.0,65.9
6.6,86.3,71.2,76.3,7.7,79.3
2.0,73.5,84.1,77.5,4.9,60.7
7.5,62.3,81.0,54.0,8.0,78.4
4.4,83.3,55.9,58.2,6.1,50.8
5.8,60.8,49.2,56.9,6.6,50.1
9.0,68.0,63.7,61.8,7.2,71.3
7.5,52.7,91.5,60.5,7.7,77.3
4.9,60.9,77.7,57.8,7.5,66.7
3.5,80.1,78.6,64.6,6.9,66.2
0.8,54.4,81.3,58.5,6.5,51.8
3.9,60.2,74.3,73.1,7.5,75.6
5.0,78.0,69.8,47.5,6.9,62.8
3.3,71.5,77.9,71.0,9.2,62.2
5.2,100.0,59.8,52.6,7.7,66.4
5.7,100.0,46.8,48.0,5.9,55.1
5.0,67.6,78.8,49.2,6.4,64.1
4.1,84.7,86.6,69.4,7.1,81.8
5.9,87.0,51.2,67.0,8.6,65.6
6.5,70.8,80.3,69.0,8.7,75.4
3.1,60.1,93.2,61.7,6.5,73.7
8.6,77.9,68.0,70.0,5.9,84.2
5.3,75.9,55.7,64.5,5.7,64.9
5.5,72.8,69.8,62.4,7.3,59.2
7.1,83.3,59.7,74.9,9.8,72.3
6.0,69.0,58.7,61.1,7.6,65.7
7.6,64.2,74.5,67.5,5.1,74.2
6.1,79.3,43.9,42.5,6.1,53.0
4.2,82.6,46.3,56.1,6.3,50.6
6.3,63.9,68.3,60.3,6.0,61.7
3.0,89.1,67.7,68.7,6.5,75.8
5.7,56.8,73.2,54.0,7.4,67.3
5.4,71.1,96.1,76.7,7.8,89.3
5.0,74.9,69.6,55.5,8.3,68.6
5.2,70.4,77.0,47.8,7.6,69.3
1.4,71.2,53.4,60.2,4.7,48.0
4.3,100.0,79.5,61.7,5.7,70.4
5.7,67.8,60.1,55.9,6.8,56.2
5.9,100.0,69.1,70.7,7.2,80.1
3.2,83.2,66.4,64.9,8.0,66.9
8.3,79.1,83.5,68.4,7.1,90.9
3.6,83.7,48.4,54.7,7.1,58.4
7.6,100.0,33.8,52.4,7.3,57.7
6.4,66.1,64.8,63.0,6.7,73.5
4.1,64.6,75.0,76.3,7.1,74.2
9.4,68.9,70.3,62.8,8.4,84.2
2.9,78.4,86.5,72.7,6.9,84.9
7.5,57.3,74.6,53.1,7.0,81.2
7.7,78.3,59.5,60.8,7.0,74.5
4.0,98.3,33.1,53.1,8.6,55.4
8.6,79.8,64.4,58.8,5.7,79.5
4.9,74.5,83.4,73.9,9.1,77.6
6.1,70.6,62.1,54.5,5.6,61.4
6.1,88.8,68.4,70.2,6.2,78.2
5.2,68.1,74.3,70.2,7.9,69.4
7.3,100.0,52.8,66.2,8.2,76.7
7.2,100.0,77.3,73.5,5.3,85.2
1.7,81.1,92.6,67.9,5.7,68.9
8.4,77.9,65.4,55.5,7.3,75.1
1.8,90.4,51.1,60.5,9.8,63.1
7.8,91.1,67.0,84.2,8.5,85.6
8.0,68.3,34.6,38.4,6.7,52.8
3.1,71.7,73.1,66.8,4.1,64.8
4.6,62.1,74.8,57.2,7.1,68.8
3.1,82.9,93.1,69.1,7.4,77.5
5.0,86.0,65.1,56.9,6.5,68.7
4.8,61.8,74.1,44.5,6.0,57.8
7.2,72.5,55.1,64.3,7.2,64.3
8.4,61.8,62.7,37.1,5.9,61.5
8.6,67.2,45.1,44.5,9.2,64.9
4.3,84.6,65.1,52.5,8.8,67.0
5.0,69.2,63.4,50.1,7.8,62.0
1.8,74.4,72.5,74.5,7.1,68.2
3.7,58.5,58.6,53.5,6.2,55.7
7.6,80.2,69.3,55.4,7.0,73.6
9.1,77.5,63.0,54.3,9.0,72.3
2.8,69.3,63.0,50.9,8.0,53.4
4.2,75.7,69.2,61.6,7.2,60.3
5.4,80.2,68.6,64.2,8.1,72.8
6.1,68.2,79.4,80.9,7.7,76.7
3.7,60.3,66.2,41.2,7.5,54.0
6.4,99.7,62.8,64.2,8.2,75.4
4.5,70.4,65.3,56.0,7.6,68.4
5.5,76.8,57.3,63.3,8.0,70.2
6.7,90.1,62.6,64.8,7.2,73.6
5.5,100.0,98.5,88.9,6.7,100.0
4.5,63.1,54.3,53.4,6.3,46.0
5.3,83.4,63.8,53.5,6.2,74.1
5.3,69.5,62.2,66.3,5.1,67.3
4.7,71.5,64.3,64.6,5.9,64.9
4.9,69.4,63.0,64.3,5.9,59.8
9.0,64.5,72.2,70.9,6.4,78.1
6.7,77.5,42.3,51.0,8.9,62.6
4.8,60.3,83.6,77.9,6.8,78.8
7.0,89.4,77.5,73.0,7.3,86.8
4.8,78.7,49.4,50.1,7.3,53.5
8.1,83.1,34.0,44.4,8.9,54.8
6.3,72.4,53.3,52.2,6.3,61.7
5.3,73.6,64.4,54.7,6.7,68.3
6.5,81.5,100.0,93.4,6.9,96.5
2.0,64.0,76.1,65.2,8.4,70.9
3.0,73.7,40.9,46.7,8.6,47.6
2.9,67.7,57.7,56.8,7.6,55.6
5.8,67.3,67.2,82.6,8.5,78.0
9.3,52.7,71.8,48.6,7.2,79.0
10.4,94.1,48.3,48.3,6.8,66.8
6.9,69.8,66.0,47.7,8.4,63.9
6.6,92.0,57.2,57.6,7.6,68.6
1.5,90.8,51.4,57.9,6.1,66.5
4.3,62.6,71.9,56.5,8.2,64.4
3.8,64.9,79.6,60.7,6.7,67.4
4.1,100.0,80.6,75.5,6.6,82.6
5.1,99.0,76.6,67.9,8.1,84.3
4.5,77.6,60.5,60.2,6.9,64.0
1.1,81.1,78.7,77.5,7.5,74.0
7.1,70.4,72.6,67.9,7.8,71.8
3.1,83.2,70.0,71.3,6.1,63.8
6.0,69.4,58.8,63.4,7.5,71.3
10.1,53.6,60.5,53.9,8.6,73.1
3.5,62.1,69.1,57.3,5.9,54.2
0.5,78.3,100.0,73.4,7.5,69.9
4.9,64.4,72.5,57.8,6.0,62.2
7.9,77.2,58.8,52.5,8.2,70.5
9.8,65.1,55.5,57.7,8.2,74.9
2.8,68.6,60.6,58.3,6.6,54.8
6.6,88.2,100.0,87.6,9.7,100.0
4.5,81.0,62.0,50.1,8.3,61.5
5.3,77.9,81.6,80.8,7.8,87.0
11.3,88.5,62.4,58.0,7.8,95.8
2.2,83.8,71.9,56.7,8.2,62.6
6.1,95.4,79.9,69.3,5.8,83.6
6.5,72.5,59.4,75.7,7.2,72.8
7.9,72.8,58.4,52.2,7.5,69.3
5.7,62.4,92.9,69.1,6.5,83.6
6.2,72.9,82.8,67.2,7.6,82.0
4.6,89.6,79.9,70.2,8.5,77.2
6.1,93.6,79.8,66.0,6.5,86.8
4.7,89.5,74.9,69.7,6.9,76.3
6.9,56.5,98.3,81.8,6.0,86.1
4.7,91.0,68.7,68.0,4.9,81.3
6.3,55.9,76.7,52.3,7.9,69.8
5.4,88.8,46.2,49.9,7.0,59.6
8.0,73.6,55.6,49.6,7.1,67.5
5.4,86.4,50.0,54.5,5.8,59.2
1.6,62.0,87.1,79.0,6.8,71.9
8.3,92.1,30.0,43.3,8.3,54.7
3.5,60.4,62.0,53.5,7.0,59.0
4.1,70.0,30.0,53.2,7.0,36.4
4.2,66.0,55.5,59.0,7.2,51.9
8.5,56.9,60.6,57.1,5.5,75.6
0.8,79.1,88.8,89.3,7.7,69.9
12.0,99.7,73.9,74.5,5.5,86.9
7.8,100.0,55.5,44.6,5.9,63.4
6.0,79.2,84.0,77.7,5.7,89.7
5.4,91.4,68.3,52.7,6.8,62.0
6.1,80.8,68.6,66.5,6.6,68.9
6.6,84.0,50.0,39.8,7.0,53.3
6.9,73.9,53.1,48.9,5.9,60.1
6.7,80.3,55.6,52.7,8.2,64.6
5.7,84.4,68.7,57.7,8.0,69.9
5.1,71.1,69.2,58.0,6.8,75.3
5.2,77.1,91.2,82.7,6.4,79.4
5.1,77.3,73.8,59.2,6.3,69.8
8.0,87.9,30.0,47.8,6.6,57.9
6.8,65.2,71.9,53.1,5.3,64.4
0.5,77.4,46.2,48.2,5.8,44.0
6.9,100.0,53.5,62.0,8.0,70.3
5.9,92.0,55.8,50.7,7.4,67.3
5.5,94.2,58.0,50.0,9.0,67.0
4.6,78.3,47.4,54.6,6.6,46.4
8.0,81.9,71.1,73.6,6.6,87.2
7.6,90.0,46.8,52.6,6.5,74.2
3.8,96.7,73.4,65.9,6.6,71.7
6.4,54.6,100.0,74.9,6.2,81.4
3.4,62.2,48.1,47.4,7.3,55.3
2.5,93.7,63.7,65.4,7.0,72.7
4.1,74.7,30.1,30.0,6.4,38.2
7.4,69.9,63.5,48.8,8.5,68.4
7.6,63.0,77.6,56.7,9.3,77.7
6.6,71.3,78.8,67.4,8.4,72.0
7.1,61.2,69.2,59.8,7.7,70.3
6.6,100.0,81.3,79.8,7.9,96.8
4.1,77.7,100.0,81.5,9.2,88.0
6.5,77.3,93.7,65.5,7.9,81.9
7.3,85.1,60.2,71.0,6.3,76.2
7.2,89.5,46.2,63.0,7.5,64.0
8.1,89.4,61.9,51.3,7.8,74.0
7.1,90.9,53.8,60.0,5.8,62.6
6.3,70.4,74.8,59.0,6.7,68.1
7.9,74.4,50.3,52.4,8.3,69.3
5.4,87.2,66.9,72.0,4.8,71.9
3.6,71.7,80.6,84.3,5.5,70.5
5.1,77.9,66.5,67.1,6.8,69.9
3.9,82.8,53.8,57.6,7.4,56.6
4.0,87.4,85.6,71.2,5.4,73.6
5.2,56.7,39.8,42.5,6.8,51.6
3.8,86.6,63.1,72.2,8.4,72.5
4.8,75.2,67.4,60.5,7.1,67.0
1.3,86.5,68.2,57.0,8.1,61.4
6.0,87.3,70.7,52.8,6.3,71.5
5.5,97.3,77.2,75.9,6.0,83.0
3.7,94.2,67.5,67.7,8.0,67.2
7.0,94.2,62.5,57.8,7.4,77.8
7.6,95.3,61.9,71.1,5.6,78.5
2.0,81.5,58.8,54.3,6.0,53.1
3.8,78.4,79.8,67.4,8.9,72.4
3.8,88.5,58.3,59.1,5.9,65.0
3.4,86.8,80.7,68.3,8.1,74.4
7.3,74.3,68.3,63.0,6.4,70.6
5.1,82.9,60.2,68.0,7.0,66.0
4.9,77.6,77.3,57.8,7.4,75.7
1.1,67.8,57.1,57.3,4.5,40.4
6.9,93.5,77.6,72.4,5.2,80.6
2.8,78.7,71.2,65.1,7.1,70.4
5.6,100.0,59.1,69.5,6.1,70.6
6.1,58.5,75.9,61.8,8.2,73.9
8.5,71.3,76.2,68.6,5.1,85.1
2.6,78.4,85.4,77.3,7.7,79.5
0.5,91.6,82.5,69.2,5.3,64.8
5.9,82.8,75.4,69.6,6.6,76.5
9.5,81.7,51.1,51.5,5.7,73.2
8.2,64.5,100.0,75.1,9.3,99.5
6.0,64.1,46.9,44.2,5.4,52.0
4.4,81.9,82.2,74.5,6.9,77.6
7.3,61.6,74.5,62.0,4.9,73.7
3.4,71.6,50.4,53.8,8.9,60.9
6.5,84.0,66.1,62.2,7.5,78.3
6.6,66.2,66.8,45.5,7.2,69.2
7.8,97.3,87.6,77.8,8.8,90.2
11.6,92.7,57.3,60.2,7.2,82.2
6.4,59.1,64.1,57.0,7.3,64.8
4.4,66.8,33.0,35.1,7.2,48.0
5.4,50.6,94.0,59.8,7.7,75.9
1.6,68.6,51.9,55.7,6.4,53.8
4.0,87.2,72.9,64.7,6.7,68.1
4.6,73.0,66.5,61.2,8.0,64.6
4.3,83.5,66.5,60.2,7.3,69.3
5.8,59.7,80.1,63.9,6.9,80.4
3.7,87.6,93.1,74.5,5.3,79.8
8.0,71.3,71.8,54.6,8.8,65.4
5.5,78.1,77.8,71.1,6.2,69.2
5.5,76.9,72.9,59.5,8.2,74.1
4.8,62.7,83.3,67.8,7.2,67.5
5.8,64.2,61.1,57.9,5.4,58.2
7.3,89.6,84.1,69.0,8.5,88.1
3.6,82.8,84.7,62.7,7.3,63.5
4.1,90.6,84.2,93.4,8.6,84.4
4.8,81.9,58.1,53.2,6.8,56.6
2.5,79.7,65.5,65.9,7.8,56.4
3.7,57.3,71.6,74.2,4.9,60.3
4.5,74.8,47.4,56.1,6.4,50.0
7.4,77.7,91.9,72.6,5.5,89.7
6.1,100.0,67.8,66.8,6.6,82.1
5.9,86.2,72.3,59.7,7.6,73.2
7.4,96.4,59.3,68.8,6.3,72.8
5.2,85.2,48.1,57.3,8.0,59.1
6.4,69.5,58.9,50.7,6.0,57.5
5.3,79.4,71.3,55.7,8.1,65.1
6.1,80.8,78.1,57.6,8.6,70.1
4.2,66.7,70.4,68.3,8.2,62.3
0.5,73.4,73.2,64.6,6.6,66.2
5.2,75.5,62.9,60.2,4.4,60.2
8.6,97.3,75.4,64.2,7.7,73.5
7.5,53.0,90.2,56.2,6.8,76.6
7.6,92.5,78.6,79.1,5.8,79.4
8.2,66.8,80.1,66.1,6.3,81.2
5.7,61.5,72.4,67.5,8.7,72.2
5.9,92.2,45.5,50.0,5.6,59.0
4.1,86.8,52.3,53.6,7.6,58.9
4.8,93.1,74.8,75.1,7.3,76.4
6.9,87.6,67.8,70.0,6.6,70.6
8.1,100.0,74.6,77.4,7.8,88.7
5.2,84.7,93.1,75.0,9.0,92.5
4.5,76.1,78.9,72.3,6.6,82.6
5.5,82.1,86.9,82.2,6.7,83.6
6.8,92.9,69.4,65.6,7.7,78.1
2.3,68.6,55.9,48.8,8.1,54.1
0.5,70.2,67.1,70.2,6.8,63.6
4.3,74.3,55.9,49.1,6.6,54.6
2.8,52.7,91.4,73.5,4.3,72.5
4.4,79.7,79.9,68.4,6.1,70.2
5.2,55.4,75.8,45.8,5.6,64.5
4.5,78.6,86.5,81.3,7.8,86.4
8.7,88.4,37.7,30.0,6.7,51.8
6.2,72.3,76.8,49.4,6.7,69.1
6.2,98.1,48.3,60.3,7.0,70.3
6.9,60.5,67.9,61.7,6.0,71.8
3.0,92.3,63.3,57.8,8.9,69.7
7.8,86.1,77.9,70.6,8.6,90.0
5.3,57.4,71.4,38.4,8.9,61.5
7.0,100.0,88.2,84.2,7.8,100.0
3.1,77.2,59.0,58.7,7.0,59.1
2.1,67.5,78.6,64.7,8.9,53.0
7.3,61.1,70.4,59.2,6.2,69.7
6.3,75.4,43.5,51.7,6.0,54.2
3.5,76.5,54.2,53.7,6.3,58.7
3.6,79.2,65.8,46.0,7.6,58.9
8.0,74.4,84.7,87.8,6.1,94.3
2.9,85.6,75.0,77.3,6.8,74.3
9.1,73.3,50.5,40.8,5.1,58.4
3.5,54.8,65.9,52.2,7.6,56.7
6.9,76.2,98.3,76.2,5.2,86.1
4.8,49.6,69.7,64.4,5.9,63.7
6.8,82.2,63.1,43.0,8.5,65.1
4.3,66.2,75.4,59.0,8.4,69.1
5.1,80.0,79.5,54.6,7.4,72.2
5.6,93.8,61.2,59.8,7.3,69.3
3.3,66.6,75.5,59.4,6.4,73.6
7.1,90.7,63.1,63.0,6.1,72.1
4.4,72.8,78.8,61.7,6.6,62.1
5.0,99.0,70.5,62.5,5.2,77.0
3.3,73.6,75.2,69.7,7.3,73.7
0.5,67.9,56.6,56.7,7.1,39.4
5.1,86.2,55.7,61.6,5.9,60.4
10.8,72.8,82.2,67.0,8.9,94.7
7.2,67.9,66.8,54.1,7.7,72.9
5.5,72.3,72.3,61.9,7.8,71.7
4.9,77.5,63.4,63.3,6.4,66.0
5.5,94.1,81.5,55.9,7.0,74.0
6.7,54.8,58.9,54.2,7.8,52.2
2.9,78.3,66.0,63.3,7.2,72.1
8.0,85.5,79.8,70.8,8.9,83.4
7.1,80.3,85.6,71.0,6.8,86.0
7.1,93.7,60.1,41.0,6.4,67.0
6.5,77.1,97.4,74.3,7.8,94.5
5.5,75.8,72.7,78.3,5.5,74.9
7.0,85.1,52.4,55.2,8.1,68.0
6.8,79.2,73.5,62.8,5.4,63.0
4.7,73.3,62.3,57.7,7.8,60.3
4.2,84.2,74.5,69.9,6.2,75.5
5.7,70.2,67.4,64.9,7.6,73.0
8.9,70.7,69.1,58.8,8.1,74.0
2.8,71.7,54.3,56.2,7.2,46.8
2.3,94.2,82.9,87.6,5.6,77.7
5.9,40.0,50.7,50.9,5.9,38.2
5.6,82.7,51.4,72.7,6.1,59.9
5.9,78.4,73.5,59.8,4.7,78.9
6.0,57.8,92.0,83.5,8.4,92.1
5.0,81.7,62.7,53.6,7.1,67.1
8.8,83.7,78.5,71.9,5.6,87.3
2.0,85.1,84.1,78.4,8.7,67.1
3.7,46.2,80.2,56.6,6.2,59.4
5.3,94.4,63.3,64.1,7.3,70.0
1.9,69.1,51.6,57.9,6.0,45.8
5.1,86.2,34.9,40.1,4.6,45.3
9.2,86.9,64.1,75.3,5.4,87.1
5.5,67.5,85.7,57.9,6.5,72.5
6.0,85.9,51.1,70.1,8.1,66.4
2.7,73.4,78.5,74.5,7.4,73.7
4.1,53.1,53.7,47.1,7.2,44.6
4.7,92.0,69.6,63.1,4.6,65.6
4.8,68.7,78.6,61.3,8.5,69.5
8.3,67.7,58.1,52.8,7.3,68.8
6.7,73.2,70.6,61.7,6.9,71.7
3.1,81.3,61.8,69.4,8.4,63.3
6.0,77.3,78.6,83.3,8.5,80.1
6.6,84.6,71.5,67.1,8.4,73.8
8.0,61.9,68.8,51.5,6.7,73.5
9.0,69.1,91.4,68.2,5.8,87.4
3.3,76.6,77.9,65.5,8.2,73.7
3.7,100.0,57.6,53.4,5.4,56.0
2.7,76.6,66.7,51.4,9.3,58.5
5.0,91.0,66.9,81.3,7.0,74.6
6.5,78.5,69.2,65.1,5.7,72.2
7.7,72.2,100.0,71.4,5.5,94.2
5.3,75.0,73.6,70.8,5.5,70.4
4.8,76.0,37.5,35.2,7.2,50.0
5.8,85.2,59.9,50.5,7.0,67.2
3.7,94.5,39.0,43.7,5.5,48.2
10.1,82.3,63.1,73.5,6.6,78.7
2.0,92.2,38.2,47.0,5.4,47.5
5.9,66.4,54.9,32.3,7.7,51.6
10.0,73.0,45.2,57.8,6.9,68.6
5.5,69.3,73.8,60.5,6.5,70.0
5.1,81.8,68.0,48.1,5.5,63.9
4.7,73.7,72.5,60.8,6.6,66.8
5.1,86.8,66.4,67.4,6.5,67.1
8.5,66.8,47.1,50.8,7.4,55.9
0.6,78.5,75.7,80.6,7.2,72.3
8.9,86.2,96.8,73.0,8.0,95.9
2.4,53.2,74.1,59.4,6.4,58.1
4.9,100.0,61.6,58.3,4.8,66.1
4.6,74.6,46.6,36.9,8.2,56.6
6.8,53.7,54.4,55.4,5.9,68.0
2.0,79.9,74.8,69.8,5.7,66.0
6.5,78.4,84.1,73.1,6.9,82.4
10.0,77.0,71.9,67.2,7.4,80.1
2.5,89.9,80.0,66.0,6.4,64.3
5.9,87.0,78.6,61.9,6.4,69.4
4.0,81.6,75.6,67.3,6.5,67.8
6.4,83.4,58.1,67.1,8.7,62.3
5.5,76.7,70.6,75.9,7.0,79.4
4.1,99.3,55.3,66.6,5.8,66.4
6.6,60.2,68.3,57.8,5.9,66.2
9.5,79.7,73.0,67.2,6.7,89.2
5.1,78.8,93.2,76.1,7.3,80.3
7.1,87.8,48.4,45.4,7.6,59.5
2.7,67.9,75.2,63.5,7.1,56.0
3.4,57.1,90.2,58.2,6.0,72.6
6.5,79.9,79.4,67.7,6.5,75.8
8.8,81.4,80.5,82.7,7.9,91.4
6.3,95.9,76.8,77.8,5.6,87.0
4.8,62.8,87.5,61.4,6.4,80.0
5.5,91.9,51.7,55.8,7.7,64.0
2.7,100.0,47.2,49.3,8.1,56.8
6.8,73.5,67.9,60.2,6.8,67.8
7.4,62.5,35.6,48.5,6.5,60.0
4.5,73.1,86.5,76.1,5.4,76.5
4.5,78.2,86.3,91.9,7.6,84.7
6.1,84.8,61.5,69.6,8.6,71.5
4.5,70.9,62.4,58.7,10.0,70.9
5.4,96.7,66.9,71.4,7.5,76.7
10.1,64.6,68.8,57.4,6.9,81.9
5.0,57.1,69.9,48.7,5.9,62.6
4.7,91.3,76.4,80.3,4.7,75.9
4.1,50.7,65.4,61.7,7.2,64.0
7.1,75.6,82.1,67.1,9.8,86.1
5.1,100.0,74.7,73.3,8.5,76.6
4.1,77.9,58.9,66.8,8.3,60.1
8.4,64.6,88.0,76.3,7.3,89.0
8.6,77.3,47.6,38.8,7.4,66.9
4.2,77.4,66.6,62.9,4.1,70.6
1.4,79.9,82.5,69.0,7.9,61.4
7.7,85.9,57.2,66.8,6.3,72.8
4.0,65.5,72.6,69.6,6.2,69.2
7.2,98.3,76.2,82.0,6.6,88.4
1.2,80.9,55.1,46.6,6.6,53.5
7.5,86.7,66.9,57.2,6.1,77.3
2.8,70.5,65.7,67.7,7.0,57.4
7.1,93.4,59.7,56.5,6.3,66.7
5.5,74.9,100.0,66.6,7.1,87.4
3.4,81.3,56.6,60.7,5.2,62.1
4.6,66.8,83.1,63.0,6.7,73.3
7.0,66.0,62.1,70.0,5.7,62.3
5.7,86.3,51.7,57.4,6.2,57.7
6.8,72.7,69.5,62.7,7.2,76.6
9.8,67.8,77.7,61.7,5.1,80.3
2.1,70.3,81.8,80.3,6.0,70.4
9.1,86.4,91.4,79.7,7.7,100.0
5.7,70.5,100.0,74.4,5.3,80.4
3.5,76.6,71.8,57.3,9.1,65.4
2.6,78.2,58.1,55.9,8.4,55.3
5.1,55.0,74.8,52.1,6.4,66.2
7.5,60.3,64.0,63.5,6.1,72.7
5.2,82.0,81.9,56.1,7.2,68.8
8.8,69.2,48.5,47.9,5.3,62.3
2.3,90.7,100.0,87.6,4.6,87.5
5.5,89.6,80.8,74.6,6.4,72.7
2.7,86.6,42.7,44.4,6.8,47.4
6.3,99.8,57.4,66.8,7.1,67.2
7.5,77.0,80.2,61.3,6.3,77.1
4.6,85.8,85.6,73.4,8.5,70.8
0.5,71.0,48.9,54.9,5.2,49.2
5.9,100.0,78.7,77.0,5.6,81.4
6.5,100.0,38.8,45.9,7.6,56.0
6.4,78.1,66.7,70.8,5.6,74.1
8.2,82.6,84.7,72.9,5.6,82.6
3.1,94.3,59.7,67.4,7.1,59.4
7.0,76.2,45.4,61.3,5.7,68.1
8.1,70.1,70.2,70.1,6.8,86.2
1.6,88.5,58.9,68.5,6.2,55.8
6.2,78.9,77.4,68.8,6.0,82.1
4.4,80.2,54.7,61.5,4.5,60.2
5.3,68.0,56.4,54.7,7.2,54.0
6.3,57.4,37.7,30.4,5.5,39.9
4.4,80.8,70.5,66.4,6.8,76.8
4.0,88.9,65.6,65.4,6.4,61.0
5.6,75.3,50.2,56.1,6.8,69.8
3.1,95.2,70.9,66.8,6.8,67.1
3.1,69.6,83.4,62.2,7.2,76.9
7.0,65.3,64.8,62.2,6.1,67.6
3.0,77.2,72.0,53.4,8.5,68.2
7.0,77.0,72.1,75.6,4.8,83.2
6.5,87.2,49.9,52.4,6.7,69.3
1.7,68.7,98.8,78.5,8.0,75.6
4.0,94.4,60.9,66.6,7.6,63.9
8.1,100.0,77.8,77.5,5.8,88.2
3.3,77.5,79.5,56.8,6.0,61.6
4.5,93.0,65.9,71.1,5.8,71.6
6.5,65.3,77.1,66.2,7.7,72.5
7.2,90.9,71.7,62.1,6.1,82.8
4.9,90.6,46.7,47.3,7.3,54.8
4.2,88.4,63.0,59.1,7.3,58.1
8.6,77.8,58.8,46.4,9.8,78.8
9.3,42.5,61.1,63.0,7.4,71.0
7.7,70.3,48.4,61.1,6.0,63.7
5.7,70.5,84.9,72.9,5.2,83.0
3.7,66.3,92.0,70.4,6.7,80.3
3.7,79.5,82.7,68.8,6.9,70.9
6.6,73.0,87.1,77.2,4.3,80.1
6.4,68.1,62.8,70.6,6.1,64.1
8.6,65.3,58.5,48.9,7.4,61.5
6.9,69.4,56.3,44.4,6.4,63.9
2.2,91.5,77.7,83.0,8.2,77.0
7.8,70.1,71.4,47.5,5.1,74.0
3.3,71.8,66.8,51.6,7.8,66.5
4.7,72.5,87.4,69.2,8.1,82.6
6.1,82.1,74.1,53.8,8.1,78.3
9.9,83.5,55.4,65.2,5.1,66.1
12.0,41.5,57.8,54.0,7.4,71.8
6.8,90.3,78.2,66.0,6.2,85.3
5.1,95.2,83.6,85.0,5.3,78.7
6.7,65.4,76.3,74.9,6.5,77.8
7.5,66.3,96.5,73.7,5.9,90.7
4.8,72.6,92.5,70.4,8.1,84.1
9.4,68.9,74.6,81.3,7.6,88.6
6.0,80.7,55.4,61.4,5.6,67.0
6.6,54.6,48.4,47.3,6.1,55.1
7.0,64.6,62.2,66.3,6.5,62.5
6.4,96.5,79.3,75.2,6.9,87.0
7.3,66.9,95.4,70.2,8.2,90.2
4.1,92.9,74.3,69.7,7.8,68.6
4.3,82.3,85.5,80.9,7.1,87.2
3.1,56.3,64.3,38.5,6.7,53.9
6.5,85.6,77.3,66.6,4.9,71.5
7.2,76.6,80.4,79.4,8.6,82.4
6.5,72.5,38.3,40.1,6.5,48.8
